     1 ,    -536.19
     2 ,     137.82
     3 ,     176.88
     4 ,     675.07
     5 ,    1216.93
     6 ,   -1498.37
     7 ,     894.27
     8 ,    2540.00
     9 ,    1484.96
    10 ,   -2507.93
    11 ,   -3577.06
    12 ,     -29.75
    13 ,     773.55
    14 ,    3748.67
    15 ,  523753.66
    16 ,   -1005.35
    17 ,   -1441.70
    18 ,   -1138.32
    19 ,   -1874.70
    20 ,    3003.55
    21 ,    -569.27
    22 ,   -1065.43
    23 ,   -1165.94
    24 ,    -481.43
    25 ,   -3455.39
    26 ,     247.49
    27 ,   -1486.51
    28 ,    -312.52
    29 ,   -1999.94
    30 ,     519.21
    31 ,    1289.24
    32 ,   -1872.96
    33 ,    -195.01
    34 ,    1004.31
    35 ,   -1200.40
    36 ,    1175.90
    37 ,    2242.02
    38 ,    2691.74
    39 ,    -589.91
    40 ,   -2534.23
    41 ,    1998.31
    42 ,    -676.91
    43 ,   -1061.33
    44 ,    1145.00
    45 ,     724.76
    46 ,     564.97
    47 ,     898.93
    48 ,     -97.79
    49 ,    2489.34
    50 ,    1822.98
    51 ,    2717.08
    52 ,   -1122.09
    53 ,    2826.57
    54 ,   -1803.31
    55 ,  527281.62
    56 ,   -1964.45
    57 ,    -161.83
    58 ,    -226.77
    59 ,    2186.18
    60 ,     338.97
    61 ,     371.85
    62 ,    1668.95
    63 ,   -1454.62
    64 ,   -1793.90
    65 ,    2365.24
    66 ,   -4431.36
    67 ,   -2778.95
    68 ,    3087.57
    69 ,    1462.38
    70 ,     544.74
    71 ,    1130.79
    72 ,     205.52
    73 ,   -1488.54
    74 ,   -1270.45
    75 ,   -1449.15
    76 ,    1800.34
    77 ,   -1456.65
    78 ,    2955.83
    79 ,    2825.42
    80 ,    1506.03
    81 ,    1169.04
    82 ,     541.46
    83 ,    1309.91
    84 ,     287.87
    85 ,    -303.36
    86 ,   -1009.35
    87 ,     798.53
    88 ,    2057.42
    89 ,    1929.61
    90 ,    -271.97
    91 ,   -1378.15
    92 ,    -263.39
    93 ,   -1065.80
    94 ,    1053.08
    95 ,   -3344.41
    96 ,    -744.22
    97 ,   -1571.62
    98 ,    -167.89
    99 ,   -1031.42
